Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Cluster
536,2023-03-05,CUST536,0,55,0,4,30,7
537,2023-06-03,CUST537,0,21,0,1,500,4
538,2023-09-17,CUST538,1,18,1,3,50,2
539,2023-06-08,CUST539,1,25,0,1,500,4
540,2023-12-08,CUST540,0,46,2,3,300,1
541,2023-07-29,CUST541,1,56,0,1,500,3
542,2023-06-17,CUST542,0,20,0,1,50,0
543,2023-07-26,CUST543,1,49,0,2,300,3
544,2023-12-23,CUST544,0,27,2,1,25,0
545,2023-06-01,CUST545,1,27,1,2,25,0
546,2023-10-11,CUST546,0,36,2,4,50,2
547,2023-03-07,CUST547,1,63,1,4,500,1
548,2023-04-09,CUST548,0,51,1,2,30,5
549,2023-08-04,CUST549,0,50,0,2,50,5
550,2023-12-07,CUST550,1,40,1,3,300,1
551,2023-07-14,CUST551,1,45,2,3,300,1
552,2023-12-13,CUST552,0,49,2,3,25,7
553,2023-03-31,CUST553,1,24,1,4,300,6
554,2023-11-12,CUST554,0,46,0,3,50,7
555,2023-10-19,CUST555,1,25,0,1,300,4
556,2023-06-04,CUST556,0,18,2,1,50,0
557,2023-07-27,CUST557,0,20,0,3,30,2
558,2023-10-08,CUST558,0,41,1,1,25,0
559,2023-01-01,CUST559,0,40,1,4,300,1
560,2023-06-05,CUST560,0,25,2,1,50,0
561,2023-05-27,CUST561,0,64,1,4,500,1
562,2023-04-18,CUST562,1,54,2,2,25,5
563,2023-08-09,CUST563,1,20,1,2,30,0
564,2023-10-24,CUST564,1,50,2,2,50,5
565,2023-11-07,CUST565,0,45,0,2,30,5
566,2023-12-02,CUST566,0,64,1,1,30,5
567,2023-06-14,CUST567,0,25,1,3,300,6
568,2023-08-27,CUST568,0,51,2,1,300,3
569,2023-08-15,CUST569,1,52,2,4,50,7
570,2023-08-15,CUST570,1,49,1,1,500,3
571,2023-12-12,CUST571,0,41,2,1,50,0
572,2023-04-20,CUST572,1,31,1,4,500,6
573,2023-09-19,CUST573,1,49,0,2,30,5
574,2023-08-31,CUST574,0,63,2,2,25,5
575,2023-03-28,CUST575,1,60,1,2,50,5
576,2023-12-04,CUST576,0,33,0,3,50,2
577,2023-02-13,CUST577,1,21,0,4,500,6
578,2023-05-26,CUST578,0,54,1,4,30,7
579,2023-09-21,CUST579,0,38,2,1,30,0
580,2023-12-06,CUST580,0,31,1,3,500,6
581,2023-11-21,CUST581,0,48,0,2,30,5
582,2023-11-14,CUST582,1,35,1,3,300,6
583,2023-06-21,CUST583,0,24,2,4,25,2
584,2023-02-17,CUST584,0,27,0,4,50,2
585,2023-05-01,CUST585,0,24,1,1,25,0
586,2023-12-11,CUST586,1,50,2,1,50,5
587,2023-06-08,CUST587,0,40,0,4,300,1
588,2023-04-26,CUST588,1,38,2,2,30,0
589,2023-04-12,CUST589,0,36,0,2,500,4
590,2023-03-17,CUST590,1,36,1,3,300,6
591,2023-01-13,CUST591,1,53,2,4,25,7
592,2023-01-24,CUST592,0,46,0,4,500,1
593,2023-05-06,CUST593,1,35,2,2,30,0
594,2023-09-01,CUST594,0,19,2,2,300,4
595,2023-11-09,CUST595,0,18,1,4,500,6
596,2023-02-07,CUST596,0,64,2,1,300,3
597,2023-08-22,CUST597,1,22,0,4,300,6
598,2023-08-01,CUST598,1,37,0,4,30,2
599,2023-11-19,CUST599,0,28,0,2,50,0
600,2023-10-22,CUST600,0,59,0,2,500,3
601,2023-04-10,CUST601,1,19,1,1,30,0
602,2023-12-23,CUST602,0,20,2,1,300,4
603,2023-07-16,CUST603,0,40,1,3,30,2
604,2023-09-11,CUST604,0,29,2,4,50,2
605,2023-07-24,CUST605,1,37,2,2,500,4
606,2023-05-05,CUST606,1,22,2,1,50,0
607,2023-03-17,CUST607,1,54,1,3,25,7
608,2023-12-02,CUST608,0,55,2,3,500,1
609,2023-12-19,CUST609,0,47,1,2,50,5
610,2023-01-03,CUST610,0,26,0,2,300,4
611,2023-02-24,CUST611,1,51,0,3,500,1
612,2023-08-06,CUST612,0,61,2,1,500,3
613,2023-04-23,CUST613,0,52,1,3,30,7
614,2023-04-01,CUST614,0,39,0,4,300,6
615,2023-12-23,CUST615,0,61,1,4,25,7
616,2023-09-23,CUST616,1,41,1,2,50,0
617,2023-08-26,CUST617,1,34,2,1,30,0
618,2023-01-26,CUST618,0,27,0,1,50,0
619,2023-10-13,CUST619,1,47,2,4,25,7
620,2023-05-08,CUST620,1,63,2,3,25,7
621,2023-03-04,CUST621,0,40,0,2,500,4
622,2023-08-22,CUST622,0,49,0,3,25,7
623,2023-03-10,CUST623,1,34,1,3,50,2
624,2023-08-26,CUST624,0,34,0,3,300,6
625,2023-12-08,CUST625,1,31,1,1,300,4
626,2023-09-29,CUST626,0,26,1,4,500,6
627,2023-10-14,CUST627,1,57,1,1,50,5
628,2023-11-01,CUST628,0,19,0,4,50,2
629,2023-06-12,CUST629,1,62,2,2,25,5
630,2023-08-15,CUST630,1,42,1,2,50,5
631,2023-11-10,CUST631,1,56,2,3,30,7
632,2023-09-16,CUST632,0,26,2,4,25,2
633,2023-08-07,CUST633,1,39,0,4,30,2
634,2023-10-08,CUST634,1,60,2,4,500,1
635,2023-08-17,CUST635,0,63,2,3,300,1
636,2023-03-23,CUST636,0,21,0,3,500,6
637,2023-09-01,CUST637,1,43,1,2,300,3
638,2023-08-19,CUST638,1,46,2,1,500,3
639,2023-05-13,CUST639,0,62,0,4,50,7
640,2023-05-07,CUST640,0,51,2,4,30,7
641,2023-11-23,CUST641,0,40,2,1,300,4
642,2023-05-22,CUST642,0,54,1,4,25,7
643,2023-09-24,CUST643,0,28,2,3,30,2
644,2023-09-06,CUST644,1,23,0,3,25,2
645,2023-11-17,CUST645,0,35,2,4,30,2
646,2023-05-03,CUST646,1,38,1,3,30,2
647,2023-05-21,CUST647,1,59,1,3,500,1
648,2023-08-14,CUST648,1,53,0,4,300,1
649,2023-02-09,CUST649,0,58,1,2,300,3
650,2024-01-01,CUST650,1,55,2,1,30,5
651,2023-05-27,CUST651,1,51,1,3,50,7
652,2023-05-01,CUST652,0,34,0,2,50,0
653,2023-05-20,CUST653,1,54,1,3,25,7
654,2023-06-21,CUST654,1,42,1,3,25,7
655,2023-06-13,CUST655,0,55,1,1,500,3
656,2023-10-04,CUST656,1,29,0,3,30,2
657,2023-02-11,CUST657,1,40,1,1,25,0
658,2023-03-12,CUST658,1,59,1,1,25,5
659,2023-03-19,CUST659,0,39,2,1,30,0
660,2023-04-29,CUST660,0,38,0,2,500,4
661,2023-07-16,CUST661,0,44,1,4,25,7
662,2023-12-22,CUST662,1,48,0,2,500,3
663,2023-03-20,CUST663,1,23,1,4,300,6
664,2023-12-28,CUST664,0,44,1,4,500,1
665,2023-04-20,CUST665,1,57,1,1,50,5
666,2023-02-02,CUST666,1,51,2,3,50,7
667,2023-08-01,CUST667,0,29,2,1,500,4
668,2023-07-28,CUST668,0,62,2,3,50,7
669,2023-06-19,CUST669,1,24,0,4,300,6
670,2023-10-05,CUST670,1,27,0,1,30,0
671,2023-08-27,CUST671,1,62,2,3,50,7
672,2023-08-01,CUST672,0,34,0,2,50,0
673,2023-02-01,CUST673,0,43,1,3,500,1
674,2023-04-16,CUST674,0,38,1,1,300,4
675,2023-08-04,CUST675,0,45,1,2,30,5
676,2023-07-19,CUST676,1,63,2,3,500,1
677,2023-10-27,CUST677,0,19,0,3,500,6
678,2023-12-23,CUST678,0,60,2,3,300,1
679,2023-01-11,CUST679,0,18,0,3,30,2
680,2023-10-22,CUST680,0,53,1,3,300,1
681,2023-07-14,CUST681,0,43,2,2,30,5
682,2023-09-02,CUST682,1,46,0,4,300,1
683,2023-01-04,CUST683,1,38,0,2,500,4
684,2023-06-30,CUST684,0,28,1,2,500,4
685,2023-06-02,CUST685,1,57,2,2,25,5
686,2023-07-19,CUST686,0,28,2,4,50,2
687,2023-08-03,CUST687,0,53,2,1,300,3
688,2023-10-03,CUST688,1,56,1,4,25,7
689,2023-10-07,CUST689,1,57,2,2,50,5
690,2023-11-05,CUST690,0,52,1,3,300,1
691,2023-04-23,CUST691,0,51,1,3,30,7
692,2023-09-07,CUST692,0,64,1,2,50,5
693,2023-04-23,CUST693,1,41,0,3,500,1
694,2023-05-20,CUST694,0,39,2,2,25,0
695,2023-08-12,CUST695,0,22,2,3,50,2
696,2023-09-06,CUST696,0,50,1,4,50,7
697,2023-01-15,CUST697,1,53,1,1,500,3
698,2023-07-19,CUST698,0,64,2,1,300,3
699,2023-06-22,CUST699,0,37,1,4,30,2
700,2023-12-09,CUST700,1,36,2,4,500,6
701,2023-12-14,CUST701,0,52,0,2,30,5
702,2023-07-27,CUST702,0,60,1,2,300,3
703,2023-03-26,CUST703,1,34,2,2,50,0
704,2023-08-28,CUST704,0,62,1,3,30,7
705,2023-03-07,CUST705,1,60,2,2,25,5
706,2023-11-15,CUST706,1,51,2,4,25,7
707,2023-10-01,CUST707,0,26,1,1,500,4
708,2023-01-14,CUST708,0,43,0,3,300,1
709,2023-07-21,CUST709,0,19,2,2,500,4
710,2023-10-31,CUST710,0,26,2,3,500,6
711,2023-10-16,CUST711,1,26,2,3,500,6
712,2023-12-06,CUST712,0,57,0,2,25,5
713,2023-01-14,CUST713,1,34,0,3,25,2
714,2023-02-12,CUST714,0,18,1,1,500,4
715,2023-11-26,CUST715,0,42,0,4,25,7
716,2023-08-08,CUST716,0,60,1,4,300,1
717,2023-03-11,CUST717,1,57,1,1,500,3
718,2023-08-25,CUST718,0,59,0,3,25,7
719,2023-04-04,CUST719,0,42,1,2,30,5
720,2023-01-26,CUST720,0,56,0,3,500,1
721,2023-05-14,CUST721,0,52,1,1,500,3
722,2023-07-14,CUST722,1,20,0,3,300,6
723,2023-06-17,CUST723,0,54,0,4,50,7
724,2023-04-19,CUST724,1,61,1,3,50,7
725,2023-08-21,CUST725,1,61,2,1,300,3
726,2023-06-17,CUST726,1,47,1,4,300,1
727,2023-06-22,CUST727,1,55,0,3,300,1
728,2023-07-14,CUST728,1,51,2,3,50,7
729,2023-05-23,CUST729,1,29,1,4,300,6
730,2023-08-04,CUST730,0,36,1,2,25,0
731,2023-05-10,CUST731,1,54,1,4,500,1
732,2023-02-11,CUST732,1,61,2,2,500,3
733,2023-08-29,CUST733,1,34,0,1,30,0
734,2023-01-10,CUST734,0,27,1,1,30,0
735,2023-10-04,CUST735,0,64,1,4,500,1
736,2023-01-27,CUST736,1,29,1,4,25,2
737,2023-06-29,CUST737,0,33,1,1,50,0
738,2023-04-25,CUST738,1,41,1,2,50,0
739,2023-11-29,CUST739,1,36,0,1,25,0
740,2023-02-05,CUST740,0,25,0,4,50,2
741,2023-11-30,CUST741,1,48,1,1,300,3
742,2023-01-21,CUST742,0,38,2,4,500,6
743,2023-01-16,CUST743,0,34,0,4,500,6
744,2023-05-07,CUST744,1,40,2,1,25,0
745,2023-04-13,CUST745,1,54,0,2,50,5
746,2023-01-11,CUST746,0,33,1,3,30,2
747,2023-11-15,CUST747,1,23,0,1,30,0
748,2023-03-20,CUST748,1,25,1,3,50,2
749,2023-05-03,CUST749,1,42,0,1,30,5
750,2023-03-06,CUST750,0,35,1,3,25,2
751,2023-08-31,CUST751,0,42,1,2,25,5
752,2023-12-09,CUST752,1,29,1,2,50,0
753,2023-02-28,CUST753,0,32,1,1,30,0
754,2023-10-16,CUST754,0,43,2,4,25,7
755,2023-04-22,CUST755,0,58,1,3,25,7
756,2023-08-27,CUST756,0,62,2,4,300,1
757,2023-12-25,CUST757,0,43,2,4,300,1
758,2023-05-12,CUST758,1,64,1,4,25,7
759,2023-07-08,CUST759,1,49,2,2,50,5
760,2023-03-27,CUST760,1,27,0,1,500,4
761,2023-11-07,CUST761,0,33,1,1,500,4
762,2023-11-07,CUST762,0,24,2,2,25,0
763,2023-02-28,CUST763,1,34,1,2,25,0
764,2023-03-25,CUST764,0,40,1,1,25,0
765,2023-06-09,CUST765,1,43,1,4,50,7
766,2023-02-25,CUST766,1,38,2,3,300,6
767,2023-10-24,CUST767,1,39,0,3,25,2
768,2023-01-14,CUST768,0,24,0,3,25,2
769,2023-06-09,CUST769,0,31,2,4,30,2
770,2023-10-22,CUST770,1,32,1,1,50,0
771,2023-12-13,CUST771,1,24,2,2,25,0
772,2023-07-12,CUST772,1,26,2,1,30,0
773,2023-07-23,CUST773,1,25,2,4,500,6
774,2023-04-12,CUST774,0,40,1,2,25,0
775,2023-02-08,CUST775,0,46,2,4,25,7
776,2023-10-31,CUST776,1,35,1,3,30,2
777,2023-12-20,CUST777,1,48,2,3,50,7
778,2023-11-18,CUST778,0,47,0,4,25,7
779,2023-05-05,CUST779,0,56,2,2,500,3
780,2023-02-22,CUST780,1,52,2,2,25,5
781,2023-12-23,CUST781,1,35,0,1,500,4
782,2023-06-04,CUST782,1,59,1,3,300,1
783,2023-12-17,CUST783,0,56,1,1,300,3
784,2023-11-04,CUST784,0,34,2,1,500,4
785,2023-03-03,CUST785,0,31,0,4,50,2
786,2023-10-17,CUST786,1,48,1,4,25,7
787,2023-01-22,CUST787,1,41,2,1,25,0
788,2023-06-27,CUST788,0,52,0,3,300,1
789,2023-09-30,CUST789,0,61,1,4,500,1
790,2023-08-08,CUST790,1,62,1,1,25,5
791,2023-12-05,CUST791,0,51,0,1,25,5
792,2023-07-09,CUST792,0,20,0,1,50,0
793,2023-02-05,CUST793,1,54,0,1,30,5
794,2023-09-17,CUST794,0,60,0,1,300,3
795,2023-11-28,CUST795,1,57,2,1,300,3
796,2023-06-24,CUST796,1,43,0,4,30,7
797,2023-01-07,CUST797,1,40,1,3,25,2
798,2023-08-04,CUST798,1,61,1,1,50,5
799,2023-09-08,CUST799,1,56,2,2,50,5
800,2023-02-24,CUST800,1,32,1,4,300,6
801,2023-08-10,CUST801,1,21,1,4,50,2
802,2023-07-05,CUST802,0,46,0,1,30,5
803,2023-11-22,CUST803,1,39,1,4,25,2
804,2023-08-24,CUST804,1,42,2,1,30,5
805,2023-12-29,CUST805,0,30,0,3,500,6
806,2023-03-20,CUST806,0,35,0,3,300,6
807,2023-08-11,CUST807,0,50,2,4,50,7
808,2023-04-01,CUST808,1,33,0,4,500,6
809,2023-09-25,CUST809,0,62,0,2,50,5
810,2023-11-30,CUST810,1,59,2,4,25,7
811,2023-05-19,CUST811,1,61,0,2,25,5
812,2023-11-12,CUST812,1,19,2,3,25,2
813,2023-10-03,CUST813,1,52,2,3,50,7
814,2023-09-05,CUST814,0,59,1,1,500,3
815,2023-08-27,CUST815,0,51,1,3,25,7
816,2023-08-12,CUST816,1,47,0,2,500,3
817,2023-10-31,CUST817,1,30,0,4,50,2
818,2023-05-18,CUST818,1,30,2,1,500,4
819,2023-06-15,CUST819,0,35,0,2,50,0
820,2023-05-06,CUST820,1,49,2,4,50,7
821,2023-02-14,CUST821,1,49,2,1,300,3
822,2023-05-23,CUST822,0,52,0,3,50,7
823,2023-08-19,CUST823,0,56,2,2,50,5
824,2023-05-05,CUST824,1,63,1,4,30,7
825,2023-08-26,CUST825,0,46,0,1,25,5
826,2023-10-19,CUST826,0,46,1,1,300,3
827,2023-11-09,CUST827,1,61,0,3,300,1
828,2023-12-09,CUST828,0,33,2,4,300,6
829,2023-07-14,CUST829,1,61,0,3,30,7
830,2023-06-22,CUST830,0,64,1,3,50,7
831,2023-01-15,CUST831,1,27,2,4,25,2
832,2023-09-11,CUST832,1,47,0,4,500,1
833,2023-06-16,CUST833,1,42,0,4,50,7
834,2023-04-04,CUST834,0,56,0,2,30,5
835,2023-09-07,CUST835,1,37,1,4,50,2
836,2023-04-19,CUST836,0,22,1,1,50,0
837,2023-07-01,CUST837,1,18,0,3,30,2
838,2023-05-13,CUST838,1,47,2,2,300,3
839,2023-06-24,CUST839,0,20,2,4,300,6
840,2023-05-24,CUST840,1,62,1,2,25,5
841,2023-11-02,CUST841,1,31,2,4,25,2
842,2023-12-26,CUST842,0,47,1,2,300,3
843,2023-05-22,CUST843,1,21,0,3,500,6
844,2023-10-12,CUST844,1,35,1,3,50,2
845,2023-01-06,CUST845,1,54,1,1,500,3
846,2023-09-22,CUST846,1,42,0,1,50,5
847,2023-04-08,CUST847,0,18,2,4,300,6
848,2023-02-13,CUST848,0,63,1,3,25,7
849,2023-05-04,CUST849,1,32,1,2,25,0
850,2023-07-28,CUST850,0,26,0,2,500,4
851,2023-09-08,CUST851,1,32,2,2,25,0
852,2023-10-12,CUST852,0,41,1,1,300,4
853,2023-05-04,CUST853,1,21,0,2,500,4
854,2023-12-20,CUST854,1,29,1,1,50,0
855,2023-09-01,CUST855,1,54,0,1,25,5
856,2023-11-27,CUST856,1,54,2,4,30,7
857,2023-12-31,CUST857,1,60,2,2,25,5
858,2023-09-09,CUST858,1,23,2,2,50,0
859,2023-08-18,CUST859,0,56,2,3,500,1
860,2023-01-09,CUST860,1,63,1,4,50,7
861,2023-02-17,CUST861,0,41,1,3,30,2
862,2023-05-31,CUST862,1,28,2,4,300,6
863,2023-04-24,CUST863,0,30,2,2,25,0
864,2023-07-27,CUST864,0,51,2,1,500,3
865,2023-12-21,CUST865,0,42,1,1,300,3
866,2023-05-05,CUST866,1,24,2,1,50,0
867,2023-06-06,CUST867,1,21,2,1,500,4
868,2023-12-06,CUST868,0,25,2,1,300,4
869,2023-10-25,CUST869,1,37,0,3,500,6
870,2023-07-08,CUST870,0,46,2,4,30,7
871,2023-08-31,CUST871,1,62,0,2,30,5
872,2023-10-11,CUST872,0,63,0,3,25,7
873,2023-09-29,CUST873,0,27,2,4,25,2
874,2023-06-26,CUST874,1,60,0,1,30,5
875,2023-08-06,CUST875,0,51,2,4,500,1
876,2023-10-09,CUST876,1,43,1,4,30,7
877,2023-06-19,CUST877,0,58,1,1,25,5
878,2023-06-30,CUST878,0,20,1,1,30,0
879,2023-12-26,CUST879,1,23,1,1,30,0
880,2023-08-21,CUST880,1,22,0,2,500,4
881,2023-05-19,CUST881,1,22,2,1,300,4
882,2023-06-06,CUST882,0,64,2,2,25,5
883,2023-05-09,CUST883,1,40,2,1,500,4
884,2023-04-29,CUST884,0,26,1,2,30,0
885,2023-03-03,CUST885,0,52,1,4,30,7
886,2023-04-09,CUST886,1,37,2,3,300,6
887,2023-06-11,CUST887,1,59,1,4,25,7
888,2023-03-03,CUST888,0,52,2,4,25,7
889,2023-10-02,CUST889,0,35,2,1,50,0
890,2023-12-20,CUST890,1,34,2,2,25,0
891,2023-04-05,CUST891,1,41,2,3,300,1
892,2023-04-09,CUST892,1,20,2,1,50,0
893,2023-04-21,CUST893,1,49,2,1,50,5
894,2023-09-05,CUST894,1,52,2,1,30,5
895,2023-05-22,CUST895,0,55,1,4,30,7
896,2023-10-29,CUST896,0,30,2,2,25,0
897,2023-09-26,CUST897,0,64,2,2,50,5
898,2023-11-02,CUST898,0,42,1,3,30,7
899,2023-05-25,CUST899,1,26,1,2,300,4
900,2023-02-21,CUST900,1,21,1,2,30,0
901,2023-04-10,CUST901,1,31,2,1,30,0
902,2023-06-01,CUST902,0,54,0,1,50,5
903,2023-04-27,CUST903,0,51,0,4,50,7
904,2023-07-04,CUST904,1,28,1,1,500,4
905,2023-04-02,CUST905,1,58,0,1,300,3
906,2023-06-04,CUST906,0,20,1,1,50,0
907,2023-01-08,CUST907,0,45,2,1,25,5
908,2023-12-29,CUST908,1,46,0,4,300,1
909,2023-10-01,CUST909,1,26,2,1,300,4
910,2023-03-06,CUST910,0,20,0,3,50,2
911,2023-05-21,CUST911,1,42,2,3,300,1
912,2023-01-24,CUST912,1,51,0,3,50,7
913,2023-01-28,CUST913,1,29,2,3,30,2
914,2023-10-11,CUST914,0,59,2,1,500,3
915,2023-05-30,CUST915,0,26,0,3,30,2
916,2023-12-24,CUST916,0,32,2,1,50,0
917,2023-03-06,CUST917,0,57,2,4,50,7
918,2023-11-23,CUST918,0,42,2,3,30,7
919,2023-09-09,CUST919,0,22,0,2,25,0
920,2023-02-22,CUST920,0,28,0,3,25,2
921,2023-01-07,CUST921,1,51,2,3,25,7
922,2023-10-21,CUST922,1,41,2,1,50,0
923,2023-05-26,CUST923,1,32,0,3,300,6
924,2023-08-29,CUST924,1,55,0,2,50,5
925,2023-09-03,CUST925,1,25,2,1,300,4
926,2023-08-14,CUST926,1,22,2,1,30,0
927,2023-06-24,CUST927,1,43,2,4,500,1
928,2023-04-05,CUST928,0,35,1,4,300,6
929,2023-01-27,CUST929,0,23,0,3,25,2
930,2023-05-10,CUST930,1,54,1,4,50,7
931,2023-09-02,CUST931,1,30,0,4,30,2
932,2023-02-28,CUST932,0,45,0,4,25,7
933,2023-02-03,CUST933,1,22,0,1,30,0
934,2023-07-25,CUST934,1,30,0,1,500,4
935,2023-09-09,CUST935,0,34,0,1,50,0
936,2023-02-07,CUST936,1,57,0,4,50,7
937,2023-10-23,CUST937,0,62,0,1,500,3
938,2023-11-19,CUST938,1,49,1,4,50,7
939,2023-12-18,CUST939,0,46,2,1,300,3
940,2023-01-28,CUST940,0,20,2,1,30,0
941,2023-03-19,CUST941,0,57,1,2,25,5
942,2023-03-18,CUST942,1,51,1,3,500,1
943,2023-10-16,CUST943,0,57,1,4,300,1
944,2023-06-05,CUST944,1,44,1,2,25,5
945,2023-02-13,CUST945,1,30,0,1,25,0
946,2023-05-08,CUST946,1,62,2,4,500,1
947,2023-03-02,CUST947,1,50,0,1,300,3
948,2023-10-13,CUST948,0,23,2,3,25,2
949,2023-08-02,CUST949,0,41,2,2,25,0
950,2023-11-07,CUST950,1,36,1,3,300,6
951,2023-11-02,CUST951,1,33,0,2,50,0
952,2023-11-13,CUST952,0,57,1,1,25,5
953,2023-04-26,CUST953,1,45,0,3,30,7
954,2023-09-25,CUST954,0,50,2,3,300,1
955,2023-07-14,CUST955,1,58,1,1,25,5
956,2023-08-19,CUST956,1,30,1,3,500,6
957,2023-08-15,CUST957,0,60,2,4,30,7
958,2023-06-02,CUST958,1,62,2,2,25,5
959,2023-10-29,CUST959,0,42,2,2,30,5
960,2023-08-08,CUST960,1,59,1,2,30,5
961,2023-06-06,CUST961,1,53,0,4,50,7
962,2023-10-19,CUST962,1,44,1,2,30,5
963,2023-11-14,CUST963,0,55,0,1,50,5
964,2023-01-31,CUST964,1,24,1,3,300,6
965,2023-11-09,CUST965,1,22,1,4,50,2
966,2023-02-20,CUST966,1,60,2,2,500,3
967,2023-04-17,CUST967,1,62,0,1,25,5
968,2023-11-17,CUST968,0,48,1,3,300,1
969,2023-04-19,CUST969,0,40,1,3,300,1
970,2023-05-16,CUST970,1,59,2,4,500,1
971,2023-12-05,CUST971,0,27,2,4,50,2
972,2023-02-11,CUST972,1,49,0,4,25,7
973,2023-03-22,CUST973,1,60,1,1,50,5
974,2023-05-03,CUST974,1,47,0,1,30,5
975,2023-03-30,CUST975,0,56,1,4,50,7
976,2023-10-10,CUST976,0,48,0,2,300,3
977,2023-02-08,CUST977,0,35,2,3,25,2
978,2023-03-22,CUST978,0,53,1,3,50,7
979,2023-01-02,CUST979,0,19,0,1,25,0
980,2023-07-29,CUST980,0,31,2,3,25,2
981,2023-08-19,CUST981,0,30,2,2,30,0
982,2023-12-19,CUST982,0,46,0,3,30,7
983,2023-11-01,CUST983,0,29,1,1,300,4
984,2023-08-29,CUST984,1,56,1,1,500,3
985,2023-05-30,CUST985,0,19,2,2,25,0
986,2023-01-17,CUST986,0,49,1,2,500,3
987,2023-04-29,CUST987,0,30,1,3,300,6
988,2023-05-28,CUST988,0,63,1,3,25,7
989,2023-12-28,CUST989,0,44,2,1,25,5
990,2023-05-25,CUST990,0,58,0,2,500,3
991,2023-12-26,CUST991,0,34,1,2,50,0
992,2023-08-21,CUST992,0,57,2,2,30,5
993,2023-02-06,CUST993,0,48,2,3,50,7
994,2023-12-18,CUST994,0,51,0,2,500,3
995,2023-04-30,CUST995,0,41,1,1,30,0
996,2023-05-16,CUST996,1,62,1,1,50,5
997,2023-11-17,CUST997,1,52,0,3,30,7
998,2023-10-29,CUST998,0,23,0,4,25,2
999,2023-12-05,CUST999,0,36,2,3,50,2
1000,2023-04-12,CUST1000,1,47,2,4,30,7
